name,content,url,company,sentiment
Carlos L. Guardiola Ortuño,"¿Alguna vez te has preguntado…🔬 … hasta qué punto es real que podamos alterar las capacidades del ser humano a través de la tecnología? Entonces, ¿cuál es el papel de la tecnología y quién tiene que tomar las decisiones?🐒 Si los avances de la tecnología son intencionales y por tanto están dirigidos ¿significa el transhumanismo que seremos la primera especie que va a evolucionar por diseño?⛓ ¿Cómo van a coexistir las diferentes especies de humanos y transhumanos en el mismo lugar y al mismo tiempo? ¿Estaremos creando una nueva forma de desigualdad? ¿De discriminación? ¿De esclavitud?🌍 ¿Y qué pasa con la Tierra? ¿Qué recursos tenemos que explotar para construir el siguiente estado evolutivo del ser humano, y qué recursos vamos a tener que consumir para mantenerlo? ¿Es la colonización del espacio la respuesta? ⚰ ¿En qué momento vamos a alcanzar la inmortalidad? ¿Debemos alcanzarla? Hace más de 4.000 años se escribió el viaje de Gilgamesh en busca de la inmortalidad. Hoy, científicos como Ray Kurzweil predicen que el ser humano logrará la inmortalidad en el año 2030..Huxley acuñó el concepto de ""transhumanismo"" para reflejar la idea de que la humanidad debía usar la ciencia y la tecnología para mejorar las capacidades y superar nuestras limitaciones biológicas.More va más allá de la visión del transhumanismo como continuación natural del proceso de evolución, considera que el ser humano tiene la capacidad y la responsabilidad de mejorar su propia naturaleza biológica y mental.Otros como Bostrom son partidarios de la idea del ""mejoramiento moral"", que propone que la tecnología puede ser utilizada para mejorar las capacidades morales y éticas de los seres humanos.Y por último, Clark considera que desde hace décadas el ser humano han utilizado la tecnología para reemplazar o potenciar sus habilidades físicas, y que el reto del transhumanismo es la extensión de las capacidades cognitivas del ser humano.El jueves 18 de mayo hablamos de Transhumanismo con Isabel Fernández Peñuelas licenciada en Filosofía y especialista en Lógica, Filosofía de la Ciencia e Inteligencia Artificial. Después de una carrera de 30 años vinculada a la Innovación en empresas como Atos, FatWire y Oracle, ha fundado The Futures Factory, un estudio de prospectiva estratégica.En fin. Que mientras no podamos reunirnos telepáticamente, tendremos que seguir con aforo reducido, así es la vida 🤷‍♂️ Aquí las entradas",https://www.linkedin.com/in/carlosguardiola,person,0.5661
Button School,"📚 Enhance your Design Systems Skills: Expert Tips for Organizing Your Library! 🎨Are you looking to level up your design systems expertise? Exciting news! We're here to help you supercharge your skills and optimize your design library organization. 🚀Join us as we share some invaluable tips and tricks. By mastering effective library organization, you can streamline your workflow, enhance collaboration, and unlock your creative potential. 🌟🔍 Tip #1: Create two different files: one for styles and the other one for components.💡 Tip #2: The file with styles: create a page for colors, typographies and another one for icons.🌈 Tip #3: The file with components: separate pages for each component.🤝 Tip #4: In both files add a cover page and introduction or welcome guide and release notes or a changelog, this could help your team to follow up!📚 Tip #5: Continuous Learning: Expand your design systems knowledge by staying up-to-date with industry trends, attending workshops, and exploring relevant resources. Cultivating a growth mindset will propel your skills to new heights.Ready to transform your design systems organization? Don't miss out on this opportunity to optimize your workflow and boost your creative potential. Let's embark on this journey together!If you're eager to learn more about organizing your design library or want to explore other essential design system topics, feel free to connect with us. We're here to support your professional growth and help you achieve design excellence! 💪✨#DesignSystems #LibraryOrganization #CreativeExcellence #ProfessionalGrowth",https://www.linkedin.com/in/nevan,person,0.9957
MARIBEL MENEZO,"*Círculos de hombres y mujeres*  ""Encontrar tú camino"" 🌈🌻En los Círculos de hombres y mujeres encontrarás un espacio para compartir desde el amor y el respeto, sanar emociones y sentir que estamos juntos en este maravilloso camino 🌈♦️TEMÁTICA DEL CÍRCULO: ⭐ **DEJAR ENTRAR LO QUE DESEO* ⭐¿Qué vas a descubrir y experimentar?🔸Conexión y autodescubrimiento 🔸 Romper creencias que te limitan🔸Toma de conciencia de cuál es tu programa que te impide dejar entrar a tú vida lo que anhelasQué te vas a llevar:🔹 Conexión contigo 🔹 Sanación de heridas y bloqueos emocionales 🔹 Tú código de sanación personal para transformar y liberar alma y corazón 🔹 Conexión espiritual para nutrir tú vida🔹 Nuevas relaciones afines a tí 🕯️Reserva tu plaza ahora en el enlace, el cupo es limitado!!! 👇https://lnkd.in/dftjB66aAbrazo grande!!!Maribel Menezo www.maribelmenezoroy.es",https://www.linkedin.com/in/maribel-menezo-15b70526,person,0.7326
Airbus,Get your tech on at Airbus!Explore exciting IT opportunities at Airbus & shape the future of cutting-edge technology,https://www.linkedin.com/company/airbusgroup/,company,0.7263
Enric Rovira,"Próximo Viernes 19 de mayo en la Universidad complutense de Madrid - facultad de informática.Inteligencia artificial, kaggle, kahoot, picoteo...anímate!! 👇#ia #kaggle #meetup #datascience",https://www.linkedin.com/in/enric-rovira-a30195a1,person,0.0
Juliana Rabbi - Remote Work Coach,"❌ I know that you are having a hard time to land a Remote Job➡️ This is happening because you keep trying different things, but you have no idea if they will actually work to land a Remote Job.💡  But let me also tell you this:✔️ There is nothing wrong with you because of that.✔️ This is not your fault.✔️ Nobody taught us how to land jobs - especially #remote #jobs, right?So it’s perfectly normal to feel confused, overwhelmed and even lost in the #jobsearching process.😀 Want to hear the good news?In this post, I will share 3 specific things you can do to have an easier time landing a #remotejob.📌 Have you already implemented any of those 3 things? If yes, what happened?📌 What would you add to the list?Please let me know in the comments.👉🏾 I also want to invite you for the LinkedIn Live I will be doing today. The topic is “How to land a well-paid Remote Job”.🎯 Save your agenda to be here live with me - all you need to do is set an alarm in your agenda, and click on my LinkedIn profile when the live starts.Date: TODAY, Wednesday, the 3rd of May, 2023Time: 12:30pm ET time (New York time)1:30pm GMT -3 time (Brasilia time)6:30pm CET time (Spain time)See you there?#jobsearch",https://www.linkedin.com/in/julianarabbi-career-coach,person,0.9698
Algori,"📣 Two weeks ago we shared the freshest #insights from the Spanish #FMCG market during the Algori Launch Event. 👍 We are very grateful for the active participation, attention and great questions of the attendees. Algori team members were excited to answer as much of them as they could, and the conversations continued afterwards. 🛒 During the event, we analyzed cross-category purchase dynamics among the ten largest Retailers in Spain, and identified the Milk category as the most dynamic one, both year to date, and in the recent weeks. We also shared the Top10 SKUs which gained the most market share during this dynamic period, included a specific case study.📩 If you are interested in deep diving in any category in a similar matter, get in touch via our website (in the comments) below or by typing ""Interested"" in the comments below.",https://www.linkedin.com/company/algori-ie/,company,0.984
Banca March,"Accede a invertir y a la gestión digital de tus productos desde la cuenta online Avantio de Banca March, sin comisiones.",/in/ACoAAAzBSTsBGZg31Z_lJCaGlY-vBbM1FEW577M/,person,-0.5574
David Cañones,👋,https://www.linkedin.com/in/victor-galan,person,0.0
Adalab,"Abrimos un super melón en nuestro blog, el de los #sueldos de los #AnalistasDeDatos en España. ¿Alguien en la sala que lo quiera corroborar o rectificar?",https://www.linkedin.com/company/adalab/,company,0.5994
Glovo,"Last week, our CEO Oscar Pierre, paid a visit to 🇳🇬 Nigeria, one of our key markets on the African continent, together with our CFO Eduard Ros, and our CSO, Mauricio Gomez Diaz.🛒 They attended the inauguration of the second micro-fulfilment center (MFC) in #Lagos, the country’s largest city;💬 Held a fireside chat with start-up entrepreneurs about growth in the #Nigerian and #African ecosystem and gave insights on building a successful financial function while managing expansion;📺 Joined Live Television at Channels Television to talk about the growing trend in Q-Commerce in Nigeria.In 2023, we are continuing to increase the speed at which we establish MFCs, allowing us to stay ahead of the trend while being able to offer partners solutions that allow them to compete fairly in the digital world. In #Africa, where we currently operate in 7 markets and more than 100 cities, we are always exploring and evaluating opportunities.#Glovo",https://www.linkedin.com/company/glovo-app/,company,0.9001
Escuela de Negocios y Dirección de la UEMC,MBA Online - Máster Oficial en Dirección de Empresas - Título Oficial,https://www.linkedin.com/company/escuela-de-negocios-y-direcci%C3%B3n/,company,0.0
The Female Lead,"""27 months of patience, perseverance and yes, even struggles and it’s been absolutely worth it! Also, it turns out it’s about way more than the color of my hair! It was about allowing myself to be vulnerable, uncomfortable, even curious at times. All those things led to self acceptance and confidence, the freedom to be myself and to no longer carry the weight of other people’s opinions. Have you been thinking about ditching the dye? What’s stopping you? Just do it!! You just might love it. All of it. 🤍I’m hopeful that one more haircut will get me across the finish line! Clips used in this reel: 12/31/20 - 5/3/23"" “The wings of transformation are born of patience and struggle.”  – Janet S. Dickens Video and caption by Sharon @embracingmygray_2021 on IG ❤️Audio: Background Music by Pavel on TikrokCheck out Sharon's profile here: https://lnkd.in/ewstaj2q#whitehair #ditchingthedye",https://www.linkedin.com/company/thefemalelead/,company,0.9579
Joaquin Palou,"👉 Impresionante ""cocacola"" colocando una máquina expendedora en un aeropuerto. Mientras pides un refresco tienes 30'' de #experienciadeusuario sensacional que puede visualizar todo el aeropuerto para recordar a la gente a donde debe ir a por su refresco. Una genialidad del marqueting digital que fusiona el mundo virtual con el mundo real...🥤🚀 ❗❗Si os gustan este tipo de publicaciones podéis recomendar & compartir para que el contenido llegue a muchas más personas. Para seguirme un solo clic en seguir aquí 👉https://bit.ly/3JfRW8q #RA #AR #RV #VR #virtualreality #Realidadaumentada #realidadvirtual #augmentedreality #tecnologia #tech #innovacion #stem #smartcity #healthtech #health #IA 👇",https://www.linkedin.com/in/joaquin-palou-735a0439,person,0.0
Eleanor Manley,"Winning best pitch for Impact Shakers was a magical experience ✨A big congratulations and thank you to Yonca, Alina Klarner & co for making this conference so memorable.",https://www.linkedin.com/in/eleanormanley,person,0.936
CUNEF,👉 Abiertas Plazas para el Curso 2023-2024 Fórmate de la Mano de Expertos y Directivos del Mundo de la Ciencia de Datos. ¡Infórmate!,/in/ACoAAAJYxmgB3oViV4K2Z42muD_tsu7U-chSEHY/,person,0.0
Arnold Ma,"🤑 Guangdong alone = Mexico's GDP!Will China STILL be a strong economy in 15 years?👇 China: from a poor struggling nation, to the world’s economic powerhouse.It all started with the 改革开放 (or Reform & Opening up) - the policy that helped turn China into an economic miracle.10% growth rates were maintained for literally decades since the late 70s.In 2022, the 3 fastest growing provinces were Fujian & Jiangxi (4.7%).Nowadays, a single province (sometimes even city!) may *surpass* the GDP of a whole country abroad 😳 Switzerland < Sichuan  Sweden < Henan  There are several reasons, but these 3 played a big role: 【1】 Focus  Many small cities in China focused on contributing to + rapidly developing very specific industries. This also created new selling points to attract foreign investment. 【2】 Scale China’s own massive domestic market size (i.e. vast consumer base) is very self-sufficient + capable of generating significant economic growth. Lifting people out of poverty created a positive feedback loop 🙏 【3】Infrastructure By investing in high-speed rail systems, 5G networks, parks, real estate, etc. - the country grew better integrated, further boosting its productivity & growth. 🚨As remarkable as all of that is, it’s not all rainbows and sunshine... There is now a massive wealth inequality gap among income groups + urban/rural divide that was created as a result.  This has become the NEXT big challenge to tackle!  Do you think China will maintain its economic status? Which country/city will rise up next? 🤔Arnold Ma #China #economy #growth #business #success",https://www.linkedin.com/in/juliocmreis,person,0.9937
Keepler Data Tech,🙌  Thanks to our partner for trusting Keepler Data Tech and accompanying us from the beginning. It is a pleasure to be part of the DTCP community and to continue achieving success together 🤜 🤛 Vicente Vento Tim Hofmann Waldemar Maurer,https://www.linkedin.com/company/keepler/,company,0.9186
Pablo Sánchez Arias,"Boost Your R Code's Performance with parSapply 🚀Hey LinkedIn fam! 👋 Are you looking to supercharge your R code and make it run faster? 🏃‍♂️ Today, I want to share with you an amazing function in R called parSapply that can significantly speed up your computations. 💨parSapply is a parallel computing function in R that allows you to distribute computations across multiple cores or processors, harnessing the power of parallel processing. 🚀 By using parSapply, you can take advantage of the full processing power of your machine, making your code more efficient and saving you precious time ⌛.Here's a simple example of how parSapply can be used to speed up your code:```R# Load the parallel packagelibrary(parallel)# Define a function to be applied in parallelmy_function <- function(x) { # Perform some computationally intensive task # ...}# Create a vector of inputsmy_data <- 1:100# Apply the function in parallel using parSapplyresults <- parSapply(my_data, my_function)```In this example, parSapply distributes the computations of the `my_function` across multiple cores, processing each element of `my_data` simultaneously. This can lead to a significant speedup compared to the sequential version of the code.By leveraging parallel processing with parSapply, you can tackle computationally intensive tasks more efficiently, such as large-scale simulations, data processing, or complex calculations. 💪So, if you find yourself working with large datasets or performing repetitive calculations in R, give parSapply a try! It's a powerful tool that can make a noticeable difference in your code's performance. ⚡️If you're interested in learning more about optimizing your R code and unlocking its full potential, I highly recommend checking out DataCamp's course ""Writing Efficient R Code"" (link: [https://lnkd.in/dVwBqbAN]). It covers various techniques and best practices to improve the efficiency and speed of your R code.Remember, in today's data-driven world, every second counts when it comes to data analysis and processing. Stay ahead of the game by optimizing your R code with parSapply and other performance-enhancing techniques. Happy coding! 💻✨#RProgramming #DataScience #ParallelProcessing #EfficientCoding #DataCamp",https://www.linkedin.com/in/paulitos,person,0.9944
Universitat Rovira i Virgili,"Fórmate como especialista para el acompañamiento de personas, grupos y comunidades en procesos de cambio.",https://www.linkedin.com/company/universitaturv/,company,0.0
Giovanna Constant,"🔍 6 Tips I Wish I Had Known Before Starting My Career in People Analytics Reflecting on my journey in the field of People Analytics, I realize there are valuable insights I wish I had known when I started. Today, I want to share these 6 tips that can help you navigate your own path. Feel free to share your experiences and additional considerations in the comments below.#PeopleAnalytics #HRAnalytics #DataDrivenHR #PeopleStrategy #HRLeadership #DataVisualization #MachineLearning #CareerTips #ProfessionalDevelopment #ContinuousLearning #BusinessIntelligence #DataScience #StrategicDecisionMaking #HumanResources #DataManagement #StorytellingWithData #IndustryTrends #EmergingTechnologies",https://www.linkedin.com/in/juan-cruz-bayonas,person,0.9531
Expertlytx AI Consulting Solutions,"In today's fast-paced business world, leveraging the power of AI and machine learning is essential for staying competitive and driving success. At Expertlytx AI Consulting Solutions, we understand the importance of these technologies and their critical role in solving complex problems.Our team of expert consultants specializes in providing cutting-edge solutions that leverage the latest advances in AI. Using sophisticated approaches, we can help your business make more accurate and reliable predictions, improve risk assessments, and optimize your operations. Our solutions are built on a deep understanding of the mathematical concepts that underlie machine learning, an area that only some people are familiar with, even data scientists and machine learning engineers.We recognize that businesses face complex problems that require customized solutions. That's why our approach is tailored to your unique challenges and opportunities, whether you need to automate certain tasks, develop machine learning algorithms, or optimize your operations. Our team of experts can help you identify the most appropriate solutions and apply AI strategies effectively to achieve your objectives.In addition to providing solutions, we offer consultation to data scientists and coaching and mentoring to help businesses build internal capacity and expertise. We understand that many businesses may need more in-house resources or expertise to tackle complex problems using AI. We can work closely with your team to coach and mentor them in advanced mathematical concepts and machine learning techniques.If you want to gain a competitive edge in today's fast-paced business world, contact us to learn more about how we can help your business leverage our deep competence, expertise, and experience in AI to achieve your goals and drive success. #artificialintelligence #machinelearning #consultants",https://www.linkedin.com/in/oscar-legat-51840291,person,0.9929
Huhtamaki,"Creemos que el envasado sostenible de alimentos desempeña un papel clave a la hora de garantizar el suministro de alimentos y su seguridad, y potencia la resiliencia de nuestros sistemas alimentarios. Al garantizar la inocuidad e higiene de los alimentos, el envasado es esencial para impulsar el acceso a alimentos inocuos y asequibles para todos.",https://www.linkedin.com/company/huhtamaki/,company,0.0
IEBS,"🌷 ¡Feliz inicio de semana! 👉 Conoce las novedades que tenemos para ti durante el mes de mayo en nuestra AGENDA DE IEBS Business School! 📆No te pierdas nuestro próximo evento: #TuristechDay23, conecta con expertos y aprende de su experiencia en el mundo del turismo en este evento único. 🚀 Regístrate ahora 👉 http://iebs.es/xhkn4Si quieres ver todo lo que hemos preparado ¡SUSCRÍBETE 👇 y no dudes en compartir con tu red de contactos! ⏬#somosIEBS#emprendedores #business #marketingdigital",https://www.linkedin.com/in/sergiogarciaavila,person,-0.4724
Claude Loeffen,"""Please don't prep the candidates for interviews"".Have you ever been told this by a hiring manager? I have.  ❗""Over-preparation might make a candidate come across as rehearsed or not authentic""❗❗""If a candidate is not prepared for certain questions or situations, their response can provide insights into their problem-solving skills""❗While I respect their perspective I always highly recommend them to let us prepare candidates for their interviews.But how can you get them on your side? Just telling them that it highly improves the candidate experience is not enough.I see better results when pointing out the effect it could have on the ""INTERVIEW-TEAM EXPERIENCE"":1️⃣ Time Consuming: Unprepared candidates may need to have basic concepts or processes explained to them, which can extend the duration of the interview.2️⃣ Increased Frustration: Interviewers may become frustrated if they need to repeatedly clarify questions or concepts due to a candidate's lack of understanding.3️⃣ Lack of Engagement: An unprepared candidate is less likely to ask insightful questions or engage in meaningful conversation, resulting in a more monotonous interview experience.4️⃣ More Follow-Up Interviews: If a candidate is unprepared, it may necessitate further rounds of interviews, placing additional burdens on the interview team.5️⃣ Hindered Decision-Making: The lack of clarity and depth in an unprepared candidate's responses can make the hiring decision more challenging.6️⃣  Negative Perception: Continually dealing with unprepared candidates can lead to a negative perception of the recruitment process or the recruitment team involved.In the end, we want more than just to find people for jobs. We want to help skilled people and great companies find each other. We believe that getting candidates ready for interviews is a key step in doing this.In your opinion, what role should recruiters play in preparing candidates for interviews?#candidateexperience #interviewing #interviewpreparation #talentacquisition #hiringmanagers",https://www.linkedin.com/in/julianarabbi-career-coach,person,0.8343
TED Conferences,This talk is a must-watch for every parent of young children: http://t.ted.com/EJP6aNQ,https://www.linkedin.com/company/ted-conferences/,company,0.0
Cabify para empresas,"#BLOG | 8 de cada 10 ciudadanos europeos piden a las #empresas que tengan iniciativas reales por la #inclusiónsocial.Así lo determinó European Coalition for Corporate Justice con su encuesta para saber qué esperan los ciudadanos de las empresas cuando se habla de #sostenibilidad. Así quedó el ranking: 1. Que cumplan con el #medioambiente2. con los #derechoshumanos 3. y con los más desfavorecidos. En nuestro último artículo ‘Cómo combatir la #exclusiónsocial en el entorno laboral’, te contamos qué iniciativas tienen en marcha empresas como Inditex, Orange o el banco Santander 👉 https://lnkd.in/efu2Bp2kY aunque es innegable que estos esfuerzos son encomiables, todavía queda un gran rango de acción y de #oportunidad para seguir reduciendo la exclusión social por parte de las empresas. ¿La tuya tiene alguna iniciativa en marcha? ¿Te gustaría dedicar más recursos a este problema? ¡Te leemos! 👇 #Movilidad #Movilidadsostenible #Transportecorporativo",https://www.linkedin.com/company/cabify-empresas/,company,0.6189
Spot by NetApp,"Right-size your cloud compute for greater cost-efficiency, optimal resource utilization and high availability. Download our FREE eBook today with step-by-step guidance for right-sizing success in the cloud.",/in/ACoAACRjibsBr7qKngr8ooVGQJ0wWzO5welZsUM/,person,0.9141
Tobi Oluwole,8 Nigerian (Yoruba) proverbs that will change your perspective:,https://www.linkedin.com/in/ariel-gioino-robman-69566a72,person,0.0
Constanza Gil,"Junto con mi equipo de Legal en Barcelona, estamos muy contentos de contar que la semana pasada nos ha llegado nuestra primera resolución favorable del nuevo permiso de residencia para NOMADAS DIGITALES. Luego de la entrada en vigor de la ultima modificación de Ley 14/2013, donde se introduce esta nueva figura legal, para aquellos ciudadanos de terceros países , fuera del ámbito de la Unión Europea,  que desarrollan su profesión de forma remota en España. Ha significado un gran trabajo personal de investigación y estudio para llegar finalmente a esta resolución, que espero sea la primera de muchas.Me parece de gran importancia que las leyes que nos rigen en nuestra vida cotidiana, comiencen a estar a la altura del mundo globalizado en el que vivimos y sin duda esta posibilidad de residir en España desarrollando la profesión de manera remota, es un gran avance 🌏 .",https://www.linkedin.com/in/marina-llompart,person,0.7506
Ironhack Netherlands,"Hi Setareh, we're very happy you will be joining our #Ironhack community 💙 Good luck with your tech journey! 🚀",https://www.linkedin.com/company/ironhack-netherlands/,company,0.8803
Deusto Business School,Marca la diferencia con los programas Executive de Deusto Business School,https://www.linkedin.com/company/deusto-business-school/,company,0.0
Apiux Tecnología,"No todos se atreven a enfrentarse al cambio de rutina, a los dolores musculares después de un entrenamiento y a cruzar decenas de kilómetros por toda la ciudad. 🥵💛 ¡Pero nuestros #Yellowers sí! 💛Ayer 14 de Mayo, el equipo de Apiux Runner 2023 atravesó con éxito la línea de meta de la Maratón de Santiago, 🇨🇱 demostrando una vez más de qué estamos hechos. 🏃😎Fueron 2 meses y medio de preparación y entrenamientos semanales, guiados por nuestra coach Karen Torrealba, en las que el equipo fortaleció cuerpo y mente para afrontar este desafío. 🏆No fue fácil, pero nos encantan los retos. 🎯El deporte no solo ejercita el cuerpo, 🧍también ejercita la mente.🧠 ¡Gracias equipo Apiux Runner ‘23! 💛 ¡Nunca paren de avanzar!➡️¡We´re not comfortable by being comfortable! 🚀Aquí el resumen. ⬇️ ¡Ayúdanos a compartir nuestra experiencia! 🔄",https://www.linkedin.com/company/api-ux/,company,-0.8742
Joaquin Palou,💥 Ejemplo de #innovacion en el ámbito de la #sanidad . Aplicar los grandes avances en tecnología médica para mejorar la calidad de vida de muchas personas y salvar más vidas...🤔🤔🤔 ❗ ❗Si os gustan este tipo de publicaciones podéis recomendar & compartir para que el contenido llegue a muchas más personas. Para seguirme un solo clic en seguir aquí 👉https://bit.ly/3JfRW8q #RA #AR #RV #VR #virtualreality #Realidadaumentada #realidadvirtual #augmentedreality #tecnologia #tech #innovacion #stem #smartcity #healthtech #health #IA 👇,https://www.linkedin.com/in/joaquin-palou-735a0439,person,0.0
Brais Moure,No todos los días te llega un regalo de daily.dev con un setup de Lego exactamente igual al tuyo...¡Muchísimas gracias! 🥰,https://www.linkedin.com/in/braismoure/profile-video/view/urn%3Ali%3Afsd%5Fstory%3Aurn%3Ali%3Astory%3AACoAABbSaXUBxPGt0W3qMI2fatx6k91T7g%2DNuOQ,person,-0.3595
Weavr.io,"Discover how B2B SaaS apps for employee benefits or expense management are embedding finance to 2x revenue per user, without upping marketing spend. The impact can be validated in just 6 months.",https://www.linkedin.com/company/weavrpayments/,company,0.5423
